models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9118400917825795,0.008685029941302656,4,0.0717093509262095,0.0,0.0,0.0,0.0,0.0,0
B,0.8843888644776614,0.013723444305452484,9,0.13985152761339906,1.0,0.0,0.4444444444444444,0.36363636363636365,0.0,2
C,0.8920290615825018,0.017904959344329473,9,0.13984516879340364,1.0,0.4444444444444444,0.0,0.2727272727272727,0.0,2
D,0.8539273727253676,0.02348865617635381,11,0.23391640915458928,1.0,0.3333333333333333,0.2222222222222222,0.0,0.0,1
E,0.9207431766881634,0.10203254128801495,22,0.6561422105753858,1.0,1.0,1.0,1.0,0.0,4
