models,delta,spacing,nds,c_1.0.5.0.0.1,c_1.0.5.0.1.1,c_1.0.5.0.2.1,c_1.0.5.0.3.1,c_1.0.5.0.4.1,c_1.0.5.0.5.1
1.0.5.0.0.1,8.088274916384641e-07,0.00089941556727997,21,0.0,0.38095238095238093,0.2857142857142857,0.47619047619047616,0.15,0.45454545454545453
1.0.5.0.1.1,7.993317293508717e-07,0.0008952149897754323,21,0.42857142857142855,0.0,0.47619047619047616,0.6190476190476191,0.5,0.5454545454545454
1.0.5.0.2.1,8.224195826356251e-07,0.0009066668024249533,21,0.47619047619047616,0.42857142857142855,0.0,0.6190476190476191,0.35,0.7272727272727273
1.0.5.0.3.1,8.041125962643392e-07,0.0008972176743692585,21,0.3333333333333333,0.23809523809523808,0.19047619047619047,0.0,0.2,0.5454545454545454
1.0.5.0.4.1,0.09972293933446755,0.0009205631298209483,20,0.6190476190476191,0.38095238095238093,0.42857142857142855,0.5714285714285714,0.0,0.6363636363636364
1.0.5.0.5.1,0.3599999992190477,7.886738156682785e-05,11,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.1,0.0
