models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.8381527417734267,0.8157894786624309,9.667281059358334e-05,5,0.010434293073918112,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.6020797357970147,0.47368425752957244,0.00013254775613672293,11,0.025444156013011476,1.0,0.0,0.06666666666666667,0.18181818181818182,0.0,0.0,1
C,0.21794497421938056,0.26315795386905666,7.904001053683035e-05,15,0.02999640902924801,1.0,0.8181818181818182,0.0,0.36363636363636365,0.0,0.0,3
D,0.7158910562650836,0.47368428064483464,0.00025416181973084276,11,0.030568371795523797,1.0,0.5454545454545454,0.3333333333333333,0.0,0.0,0.0,2
E,6.623965176213413e-05,6.558145690299291e-06,0.00045814657659825383,20,0.06287163332452639,1.0,1.0,0.4,0.9090909090909091,0.0,0.0,4
F,6.613029122454837e-05,6.558117271721872e-06,0.00045854120168446657,20,0.06288639200415216,1.0,1.0,0.4666666666666667,0.9090909090909091,0.25,0.0,5
