models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9396399433844852,0.01852032887666351,4.7,0.07119489591397792,23.606973099708558,0.0,0.0,0.0,0.0,0.0,0.0
B,0.9207114689344211,0.006437753036225747,6.2,0.08170138815516345,23.864633107185362,0.975,0.0,0.40408730158730155,0.3238095238095238,0.0,1.9
C,0.9000207423672444,0.012930171839003034,7.9,0.11570084840494588,28.06714277267456,1.0,0.2868253968253968,0.0,0.22559523809523804,0.0,1.7
D,0.924504312253276,0.012104138927168431,6.3,0.08958612204309221,33.05647790431976,1.0,0.4503968253968254,0.4769047619047619,0.0,0.0125,2.3
E,0.7175761727027798,0.018912282555429677,22.4,0.34573737030534585,40.93089373111725,1.0,1.0,1.0,0.9428571428571428,0.0,4.0
