models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.858778218992768,0.7368421176768901,0.00016371900138658206,6,0.012112273107489288,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.7141428447879572,0.4210556763728366,0.000568018566561507,12,0.047619303760236584,1.0,0.0,0.4,0.4,0.2,0.1,3
C,0.6204836989696249,0.5263158234605115,0.00010033952874670624,10,0.022380366844841258,1.0,0.3333333333333333,0.0,0.2,0.1,0.05,1
D,0.21794498714230434,0.26315796368463457,0.00012024598398115158,15,0.03296240829772207,1.0,0.3333333333333333,0.5,0.0,0.0,0.0,2
E,4.32837102368537e-05,6.257636429424238e-06,0.0004587668450771613,20,0.0629399363550546,1.0,0.5833333333333334,0.5,0.5333333333333333,0.0,0.1,4
F,4.325128086645001e-05,6.523634726836842e-06,0.00045816850889761725,20,0.06289712717003576,1.0,0.5833333333333334,0.5,0.5333333333333333,0.25,0.0,5
