models,delta,spacing,nds,hypervolume,c_1.2.7.0.0.0,c_1.2.7.0.0.1,c_1.2.7.0.0.2,c_1.2.7.0.0.3,score
1.2.7.0.0.0,9.913270232105493e-07,0.0009436841199509135,10,0.6074212725095979,0.0,0.3333333333333333,0.7777777777777778,0.4,1
1.2.7.0.0.1,0.6562498745679471,0.9997711921565849,9,0.4968129067816166,0.6,0.0,0.7777777777777778,0.5,3
1.2.7.0.0.2,0.43749960660997533,0.6662921356169794,9,0.6705742456200096,0.2,0.1111111111111111,0.0,0.2,0
1.2.7.0.0.3,1.343284279512839e-06,0.001059468033373407,10,0.566587998338202,0.5,0.4444444444444444,0.6666666666666666,0.0,2
