models,delta,spacing,nds,c_1.0.1.0.4.0,c_1.0.1.0.4.1,c_1.0.1.0.4.2,c_1.0.1.0.4.3,c_1.0.1.0.4.4,c_1.0.1.0.4.5,c_1.0.1.0.4.6,c_1.0.1.0.4.7
1.0.1.0.4.0,0.1527777704974788,0.00020888684335774866,13,0.0,0.4,0.7692307692307693,1.0,1.0,1.0,1.0,0.9166666666666666
1.0.1.0.4.1,0.48979587595944085,0.7745426472002713,15,0.38461538461538464,0.0,0.6153846153846154,0.8571428571428571,0.8181818181818182,0.9,0.9090909090909091,0.9166666666666666
1.0.1.0.4.2,0.3055555450992302,0.0002834915153555468,13,0.15384615384615385,0.2,0.0,0.7857142857142857,0.9090909090909091,1.0,0.8181818181818182,1.0
1.0.1.0.4.3,0.14201182686557956,0.26722603278403395,14,0.0,0.13333333333333333,0.23076923076923078,0.0,0.5454545454545454,0.9,0.9090909090909091,0.75
1.0.1.0.4.4,0.47999998869849547,0.6029986437694472,11,0.0,0.13333333333333333,0.07692307692307693,0.42857142857142855,0.0,0.7,0.7272727272727273,0.75
1.0.1.0.4.5,0.3456789934956753,0.00023333404009587942,10,0.0,0.0,0.0,0.07142857142857142,0.18181818181818182,0.0,0.45454545454545453,0.5
1.0.1.0.4.6,0.31999998437401345,0.3014651955247799,11,0.0,0.06666666666666667,0.15384615384615385,0.14285714285714285,0.2727272727272727,0.5,0.0,0.4166666666666667
1.0.1.0.4.7,0.5289256192290351,0.6513579615781634,12,0.0,0.0,0.0,0.14285714285714285,0.18181818181818182,0.3,0.36363636363636365,0.0
