models,delta,spacing,onvg,hypervolume,c_1.6.1.0.4.0_0.05,c_1.6.1.0.4.1_0.1,c_1.6.1.0.4.2_0.15,c_1.6.1.0.4.3_0.2,c_1.6.1.0.4.4_0.3,c_1.6.1.0.4.5_0.4,c_1.6.1.0.4.6_0.5,score
1.6.1.0.4.0_0.05,0.8266788863536743,0.14498843290302227,8.4,0.04503980187558177,0.0,0.37416666666666665,0.0,0.0,0.0,0.0,0.0,0.4
1.6.1.0.4.1_0.1,0.8036630164771932,9.811094661448761e-05,8.8,0.03934636560782649,0.445,0.0,0.445,0.445,0.445,0.445,0.445,3.6
1.6.1.0.4.2_0.15,0.8266788863536743,0.14498843290302227,8.4,0.04503980187558177,0.0,0.37416666666666665,0.0,0.0,0.0,0.0,0.0,0.4
1.6.1.0.4.3_0.2,0.8266788863536743,0.14498843290302227,8.4,0.04503980187558177,0.0,0.37416666666666665,0.0,0.0,0.0,0.0,0.0,0.4
1.6.1.0.4.4_0.3,0.8266788863536743,0.14498843290302227,8.4,0.04503980187558177,0.0,0.37416666666666665,0.0,0.0,0.0,0.0,0.0,0.4
1.6.1.0.4.5_0.4,0.8266788863536743,0.14498843290302227,8.4,0.04503980187558177,0.0,0.37416666666666665,0.0,0.0,0.0,0.0,0.0,0.4
1.6.1.0.4.6_0.5,0.8266788863536743,0.14498843290302227,8.4,0.04503980187558177,0.0,0.37416666666666665,0.0,0.0,0.0,0.0,0.0,0.4
