models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.6763875162131492,0.7192982799544385,0.0001320305399206911,7.0,0.02967920785114532,0.0,0.0,0.0,0.0,0.0,0.0
B,0.6519202793059529,0.5789474732445029,0.00013984205388403926,9.0,0.034891613977181164,1.0,0.0,0.7142857142857143,0.16666666666666666,0.0,2.0
C,0.7664855179225359,0.7192982539392391,0.00045084867283812517,7.0,0.03596756584012617,1.0,0.2222222222222222,0.0,0.16666666666666666,0.0,1.0
D,1.0000000229434731,0.7684210880837268,0.408232016167183,6.0,0.031458018604427776,1.0,0.3333333333333333,0.5714285714285714,0.0,0.0,3.0
E,0.27386131325444285,0.21053078777951825,0.0010062773874206273,16.0,0.1116852885974633,1.0,1.0,1.0,1.0,0.0,4.0
