models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9095666577955768,0.028937002540135877,5,0.09647158754349125,0.0,0.0,0.0,0.0,0.0,0
B,0.8825842468262127,0.007209083004636469,9,0.11366953789594111,1.0,0.0,0.9,0.6153846153846154,0.0,3
C,0.8739859977606542,0.005578481472957223,10,0.1529022016239749,1.0,0.0,0.0,0.3076923076923077,0.0,1
D,0.8293247684670655,0.02218022907582075,13,0.25274174636756597,1.0,0.1111111111111111,0.6,0.0,0.0,2
E,0.8959733938862146,0.10999184585139811,23,0.7065444984823162,1.0,1.0,1.0,1.0,0.0,4
