models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9708071192581428,0.012293608877884929,4,0.14561836384013588,40.17405462265015,0.0,0.0,0.0,0.0,0.0,0
B,0.9833675064721671,0.0,2,0.014412126705854317,59.266491174697876,1.0,0.0,1.0,0.5,0.0,3
C,0.9844723348799348,0.0,2,0.011437872274460012,45.28491950035095,0.75,0.0,0.0,0.0,0.0,1
D,0.9688866316470828,0.0,2,0.02850145020882844,53.678390979766846,1.0,0.0,1.0,0.0,0.0,2
E,0.8606610060020415,0.20674376187192217,4,0.3750777214485128,79.78704595565796,1.0,1.0,1.0,1.0,0.0,4
