models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
Prufer,0.04663801075173219,0.7908919727515042,0.020344485484653112,8.0,0.6805211481881479,17.23366904258728,0.0,0.14345238095238094,0.09724025974025972,0.09714646464646463,0.0,0.2
NetKeys,0.04759047308752759,0.7767984062467537,0.02384112171876706,8.4,0.7395107214092357,22.586646556854248,0.5898809523809524,0.0,0.26970418470418467,0.2345707070707071,0.02,1.3
Prim,0.044030663838874384,0.7629654283101471,0.01938786868302413,9.3,0.7088390597650607,17.427920746803284,0.7912698412698413,0.5196428571428572,0.0,0.438989898989899,0.02,2.4
Kruskal,0.0451009952743195,0.7588473968645515,0.010551955847922598,9.3,0.7017391341909539,19.828081917762756,0.7718253968253969,0.4798809523809524,0.2865981240981241,0.0,0.015000000000000003,2.1
GPrim,0.00044458025339162005,0.5982164144943901,0.09304910847859502,20.0,0.8258017925098479,24.35380873680115,0.9875,0.8634126984126984,0.6481204906204907,0.7561363636363636,0.0,4.0
