models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.6800735358054872,0.7894736844995325,0.8944191515805329,5,0.01635252712285511,0.0,0.0,0.0,0.0,0.0,0
B,0.7382411592556221,0.5789473981723966,0.0001421458082863837,9,0.020570441501559428,1.0,0.0,0.2727272727272727,0.16666666666666666,0.0,1
C,0.254950994058156,0.6000000183233895,0.9045040101146091,11,0.03152014869813301,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,2
D,0.4898979565011878,0.4210526875865514,0.00015264246726174482,12,0.027471835010730215,1.0,0.6666666666666666,0.5454545454545454,0.0,0.1,3
E,7.243565616783615e-05,6.1943068447485255e-06,0.00045857175154007243,20,0.0629108194144049,1.0,0.8888888888888888,1.0,0.8333333333333334,0.0,4
