models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.8077747311743835,0.8421052687387006,0.8944766982565622,5,0.013157746006026746,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.4183300254664933,0.5157895002631907,0.0001363055303067334,11,0.025935429537652044,1.0,0.0,0.16666666666666666,0.07692307692307693,0.05,0.0,1
C,0.38729835249966055,0.4210526710478639,7.76213948124459e-05,12,0.023539978027725287,1.0,0.7272727272727273,0.0,0.3076923076923077,0.0,0.05,3
D,0.3872983471471255,0.3684211168093722,9.372671345877119e-05,13,0.027552931705842075,1.0,0.9090909090909091,0.25,0.0,0.05,0.05,2
E,6.632316533039951e-05,6.194881557201624e-06,0.0004591789519935565,20,0.06292172771285126,1.0,0.9090909090909091,0.5,0.5384615384615384,0.0,0.15,4
F,6.5963041686376e-05,6.5189158559255995e-06,0.0004585175736949183,20,0.06288316441924152,1.0,1.0,0.4166666666666667,0.5384615384615384,0.35,0.0,5
