models,delta,spacing,onvg,hypervolume,time,c_HMOEA,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
HMOEA,0.8011851819629789,0.010155581184206838,9.3,0.9223759207915958,484.71629033088686,0.0,0.34436452436452436,0.08064425770308123,0.029924242424242426,0.08534129441250185,0.0,0.8
Prufer,0.9354080923857959,0.008313209143950617,10.8,0.6991478557772335,129.70206632614136,0.26805555555555555,0.0,0.045,0.008333333333333333,0.015,0.0,0.2
NetKeys,0.950301986466292,0.013353654979026405,10.5,0.7698017999400806,294.54988207817075,0.5075,0.7675857475857477,0.0,0.17878787878787877,0.17546365914786966,0.0,2.5
Prim,0.9382944857581192,0.005453867509735541,11.4,0.7049925109868936,148.82528443336486,0.4094444444444445,0.9126673326673327,0.40186741363211953,0.0,0.18366332497911447,0.0,3.1
Kruskal,0.9171210475487562,0.007909738708728728,17.7,0.8595031677577916,185.86402566432952,0.7011111111111111,0.8573304473304473,0.6606141244376538,0.28585289710289713,0.0,0.0,3.3
GPrim,0.6260984727008637,0.015521269371415675,91.1,0.9755220378015803,199.96790452003478,1.0,1.0,1.0,1.0,1.0,0.0,5.0
