models,delta,spacing,onvg,hypervolume,c_1.6.6.0.4.0_0.05,c_1.6.6.0.4.1_0.1,c_1.6.6.0.4.2_0.15,c_1.6.6.0.4.3_0.2,c_1.6.6.0.4.4_0.3,c_1.6.6.0.4.5_0.4,c_1.6.6.0.4.6_0.5,score
1.6.6.0.4.0_0.05,0.9049572246502002,0.769488823576659,4.3,0.06638636941780687,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.0,0.2
1.6.6.0.4.1_0.1,0.9049572239958585,0.7694817007988528,4.3,0.0661762438284921,0.12,0.0,0.06999999999999999,0.05333333333333333,0.02,0.03333333333333333,0.03333333333333333,0.6
1.6.6.0.4.2_0.15,0.9049572246393529,0.769490259433415,4.3,0.06643202254155058,0.05,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.2
1.6.6.0.4.3_0.2,0.9036751728637149,0.7247596902092562,4.3,0.06583485340002752,0.08666666666666667,0.05333333333333333,0.03666666666666667,0.0,0.02,0.02,0.02,0.9
1.6.6.0.4.4_0.3,0.904957224171515,0.7695007943391928,4.3,0.06647740607386707,0.14499999999999996,0.07833333333333332,0.12833333333333333,0.11166666666666666,0.0,0.09166666666666666,0.07833333333333332,1.7
1.6.6.0.4.5_0.4,0.9049572239354579,0.7694549065147984,4.3,0.06676054182732918,0.185,0.13166666666666665,0.1683333333333333,0.15166666666666667,0.11833333333333332,0.0,0.05333333333333333,1.6
1.6.6.0.4.6_0.5,0.9049572231326287,0.7694847162951952,4.3,0.06703496397208851,0.185,0.185,0.20166666666666672,0.185,0.15166666666666667,0.10666666666666666,0.0,2.8
