models,delta,spacing,onvg,hypervolume,c_1.6.4.0.4.0_0.05,c_1.6.4.0.4.1_0.1,c_1.6.4.0.4.2_0.15,c_1.6.4.0.4.3_0.2,c_1.6.4.0.4.4_0.3,c_1.6.4.0.4.5_0.4,c_1.6.4.0.4.6_0.5,score
1.6.4.0.4.0_0.05,0.8388278476908468,9.682220665055142e-05,8,0.03849460840565178,0.0,0.7142857142857143,0.5714285714285714,0.16666666666666666,0.36363636363636365,0.2222222222222222,0.125,2
1.6.4.0.4.1_0.1,0.8461538563713482,3.608287738999669e-05,7,0.026078480464409037,0.25,0.0,0.14285714285714285,0.16666666666666666,0.09090909090909091,0.1111111111111111,0.25,0
1.6.4.0.4.2_0.15,0.863247872781904,0.37802833942757447,7,0.03185395962115263,0.5,0.7142857142857143,0.0,0.3333333333333333,0.36363636363636365,0.1111111111111111,0.0,1
1.6.4.0.4.3_0.2,0.8871794939527868,4.947938490642231e-05,6,0.029430893318142574,0.5,0.8571428571428571,0.5714285714285714,0.0,0.2727272727272727,0.3333333333333333,0.25,3
1.6.4.0.4.4_0.3,0.7435897670093691,0.0001932235224285435,11,0.05509808725184274,0.625,0.7142857142857143,0.42857142857142855,0.5,0.0,0.3333333333333333,0.375,4
1.6.4.0.4.5_0.4,0.8141025742918381,0.0001285937900362057,9,0.04685318128384981,0.75,0.7142857142857143,0.7142857142857143,0.5,0.45454545454545453,0.0,0.25,5
1.6.4.0.4.6_0.5,0.820512835369275,9.429076350399936e-05,8,0.03972120796475628,0.625,0.42857142857142855,0.7142857142857143,0.5,0.45454545454545453,0.4444444444444444,0.0,6
