models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.046512471411049784,0.8238757296907712,0.025853574455603733,6,0.1962583448890538,0.0,0.0,0.0,0.0,0.0,0
B,0.04445643406456487,0.7660975680377535,0.021221920027005525,9,0.2288852241375141,1.0,0.0,0.1111111111111111,0.1,0.0,1
C,0.04497249827165872,0.768097135029655,0.015926111160016573,9,0.21445692479222006,1.0,0.7777777777777778,0.0,0.3,0.05,2
D,0.037354783254613375,0.7320481138649065,0.04794564138958295,10,0.33019632058422593,1.0,0.6666666666666666,0.4444444444444444,0.0,0.05,3
E,0.01687322798423059,0.6420843248058926,0.1176343409199142,20,0.8061091700558998,1.0,1.0,0.4444444444444444,0.6,0.0,4
