models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.8381527694069847,0.8157894948825459,0.4474146470226051,5,0.021967095116623956,0.0,0.0,0.0,0.0,0.0,0
B,0.62048372015481,0.5263159353136171,0.00010341568484954029,10,0.03951431955243204,1.0,0.0,0.4,0.625,0.0,3
C,0.9695360080679025,0.7894737283723285,9.383074940118762e-05,5,0.01600211582907971,1.0,0.3,0.0,0.625,0.0,2
D,0.764852962858902,0.6315790515090346,6.1293406395553e-05,8,0.029823170858325216,1.0,0.2,0.2,0.0,0.0,1
E,0.1870829200742083,0.15789911101766327,0.0009806759074764808,17,0.11552596054373584,1.0,1.0,1.0,1.0,0.0,4
