models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9038743744376948,0.029868423863894156,4.9,0.1264696736987651,41.68047144412994,0.0,0.0,0.0,0.0,0.0,0.0
B,0.92941663043656,0.020907361854261477,5.0,0.09409267266489388,54.92730765342712,0.9888888888888889,0.0,0.7904761904761906,0.2511904761904762,0.0,2.3
C,0.9190584444902958,0.03936533921153536,5.9,0.12777864265565111,42.82543942928314,0.961111111111111,0.05416666666666666,0.0,0.03666666666666667,0.0,1.0
D,0.9268285212145081,0.04307285870494815,5.3,0.12993837567375588,50.744008326530455,1.0,0.41833333333333333,0.5481746031746031,0.0,0.0,2.7
E,0.9493990332325394,0.15470584920692956,9.6,0.49877925091744074,74.01467237472534,1.0,1.0,1.0,1.0,0.0,4.0
