models,delta,spacing,nds,c_1.0.1.0.0.1,c_1.0.1.0.1.1,c_1.0.1.0.2.1,c_1.0.1.0.3.1,c_1.0.1.0.4.1,c_1.0.1.0.5.1,score
1.0.1.0.0.1,0.2777777725621418,0.0001548505958711773,13,0.0,0.6470588235294118,0.6923076923076923,0.75,0.6666666666666666,1.0,5
1.0.1.0.1.1,0.21874998415610641,0.2425043951116635,17,0.3076923076923077,0.0,0.46153846153846156,0.5833333333333334,0.6666666666666666,1.0,3
1.0.1.0.2.1,0.15277778310959125,0.00011705370012793004,13,0.38461538461538464,0.47058823529411764,0.0,0.6666666666666666,0.8,1.0,4
1.0.1.0.3.1,0.4462809891269219,0.5773266503879355,12,0.0,0.29411764705882354,0.23076923076923078,0.0,0.26666666666666666,0.8181818181818182,1
1.0.1.0.4.1,0.48979587595944085,0.7745426472002713,15,0.15384615384615385,0.23529411764705882,0.0,0.5,0.0,0.6363636363636364,2
1.0.1.0.5.1,0.4200000068099644,0.30166536678391104,11,0.0,0.0,0.0,0.08333333333333333,0.13333333333333333,0.0,0
