models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9755137251301493,0.004589518560629325,8,0.046520950825903656,0.0,0.0,0.0,0.0,0.0,0
B,0.8962809525429383,0.009807355082623844,17,0.1560447089897499,0.875,0.0,0.0,0.0,0.0,1
C,0.9471922981386092,0.008106054753975411,10,0.07769318761634783,1.0,0.47058823529411764,0.0,0.10526315789473684,0.0,3
D,0.9317142403488662,0.005813014330008419,19,0.16746381461324206,1.0,1.0,0.0,0.0,0.0,2
E,0.7667112189105763,0.0025925942108467066,100,0.36697208513573015,1.0,1.0,1.0,0.6842105263157895,0.0,4
