models,delta,spacing,onvg,hypervolume,time,c_HMOEA,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
HMOEA,0.7748763959187138,0.0037531381910781265,9,0.7764816562316498,300.67094826698303,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,1
Prufer,0.9376100988700288,0.003160812642797713,7,0.4934176653609186,57.45332098007202,0.0,0.0,0.0,0.0,0.0,0.0,0
NetKeys,0.9369551356138842,0.0011720990699077983,13,0.6909269424644642,125.29920268058777,0.7777777777777778,1.0,0.0,0.5,0.0,0.0,3
Prim,0.9840039757133592,0.016221926567987096,6,0.6125497501114441,65.57183527946472,0.5555555555555556,1.0,0.0,0.0,0.16666666666666666,0.0,2
Kruskal,0.9715121709660294,0.005524266726622114,6,0.6225354684017013,82.29522156715393,0.5555555555555556,1.0,0.3076923076923077,0.6666666666666666,0.0,0.0,4
GPrim,0.784136739999182,0.0016069599861337736,44,0.8603475743601939,119.70205235481262,1.0,1.0,1.0,1.0,1.0,0.0,5
