models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.7599342173128285,0.6842105398384682,0.0001088333455571759,7,0.01445519624316198,0.0,0.0,0.0,0.0,0.0,0
B,0.7399324354666396,0.6691729328955759,0.0003554432508250547,8,0.021939134224652303,1.0,0.0,0.4,0.36363636363636365,0.0,2
C,0.5244044386429014,0.5263158184477323,5.908263041642513e-05,10,0.018381713128079544,1.0,0.125,0.0,0.2727272727272727,0.0,1
D,0.39370040512662025,0.557894775179115,0.6029989429083111,11,0.027512646965704206,1.0,0.375,0.4,0.0,0.15,3
E,7.247096005613916e-05,6.194667675479333e-06,0.0004583236020030614,20,0.06290433353260559,1.0,0.75,0.8,0.6363636363636364,0.0,4
