models,delta,spacing,nds,c_1.0.2.0.4.0,c_1.0.2.0.4.1,c_1.0.2.0.4.2,c_1.0.2.0.4.3,c_1.0.2.0.4.4,c_1.0.2.0.4.5,c_1.0.2.0.4.6,c_1.0.2.0.4.7
1.0.2.0.4.0,0.444444446514364,0.500139868081986,4,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
1.0.2.0.4.1,1.5432618730493174e-06,0.0012270978567654972,6,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0.2.0.4.2,6.947697395176533e-08,0.00022077760641481625,4,1.0,1.0,0.0,1.0,0.8333333333333334,0.0,0.0,0.2857142857142857
1.0.2.0.4.3,1.2436801951250706e-07,0.00032534058564387543,4,0.75,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.2857142857142857
1.0.2.0.4.4,2.706530048612876e-06,0.001518314992983752,6,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0.2.0.4.5,2.0446890284612587e-07,0.00046664853819045754,4,0.75,1.0,0.75,0.75,0.8333333333333334,0.0,0.25,0.42857142857142855
1.0.2.0.4.6,6.506546671817641e-08,0.00010660957586002135,4,0.75,1.0,0.75,1.0,0.8333333333333334,0.75,0.0,0.5714285714285714
1.0.2.0.4.7,5.037326787175426e-07,0.0006858050598650223,7,1.0,1.0,0.5,0.5,1.0,0.25,0.25,0.0
