models,delta,spacing,nds,c_1.0.5.0.0.1,c_1.0.5.0.1.1,c_1.0.5.0.2.1,c_1.0.5.0.3.1,c_1.0.5.0.4.1,c_1.0.5.0.5.1,score
1.0.5.0.0.1,1.3434095842979055e-06,0.0011246138090096611,5,0.0,0.16666666666666666,0.0,0.0,0.2,0.0,0
1.0.5.0.1.1,6.939395782668001e-06,0.002620117111530014,6,0.6,0.0,0.0,0.0,0.2,0.0,1
1.0.5.0.2.1,1.7558028770903178e-06,0.0013035946397169434,5,0.8,0.6666666666666666,0.0,0.6666666666666666,0.6,0.5,5
1.0.5.0.3.1,2.7361194487873775e-07,0.0005648327241681889,3,0.4,0.3333333333333333,0.0,0.0,0.2,0.0,3
1.0.5.0.4.1,9.490189375460645e-07,0.000989544036155048,5,0.6,0.5,0.2,0.0,0.0,0.0,2
1.0.5.0.5.1,0.0,0.0,2,0.2,0.16666666666666666,0.0,0.0,0.2,0.0,3
