models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9783370923397838,0.004929067466315296,7,0.04638597354601987,0.0,0.0,0.0,0.0,0.0,0
B,0.938194823836028,0.006363546113380738,15,0.163042037812491,0.5714285714285714,0.0,0.0,0.0,0.0,1
C,0.971487396940984,0.003119171673205737,14,0.07790818459181326,1.0,0.6,0.0,0.0,0.0,2
D,0.9260436245578535,0.006023207789264191,22,0.13248979961265858,1.0,1.0,0.35714285714285715,0.0,0.0,3
E,0.7455706036951623,0.0024574767613944133,100,0.4033882846943421,1.0,1.0,1.0,0.9545454545454546,0.0,4
