models,delta,spacing,nds,c_netkeys,c_kruskal,c_prim,c_guided prim,score
netkeys,0.13265305533294414,0.0002517091093718823,15,0.0,0.08333333333333333,0.23076923076923078,0.0,0
kruskal,0.6611569940877531,0.7784322753943074,12,0.6666666666666666,0.0,0.38461538461538464,0.03225806451612903,2
prim,0.3749999886864497,0.2773271155538532,13,0.6666666666666666,0.3333333333333333,0.0,0.0,1
guided prim,0.18666662631264266,0.0007400894751858527,31,1.0,0.9166666666666666,0.8461538461538461,0.0,3
