models,delta,spacing,nds,c_1.0.5.0.0.1,c_1.0.5.0.1.1,c_1.0.5.0.2.1,c_1.0.5.0.3.1,c_1.0.5.0.4.1,c_1.0.5.0.5.1
1.0.5.0.0.1,0.1371741620149152,0.0007706099895964017,28,0.0,0.2,0.17857142857142858,0.22580645161290322,0.25806451612903225,0.4230769230769231
1.0.5.0.1.1,0.12841850625580767,0.00075025337345043,30,0.35714285714285715,0.0,0.35714285714285715,0.2903225806451613,0.2903225806451613,0.46153846153846156
1.0.5.0.2.1,0.19753078932445892,0.18893246198814884,28,0.4642857142857143,0.3333333333333333,0.0,0.2903225806451613,0.3225806451612903,0.46153846153846156
1.0.5.0.3.1,0.06444442414451665,0.0007419936545649363,31,0.39285714285714285,0.3333333333333333,0.32142857142857145,0.0,0.25806451612903225,0.46153846153846156
1.0.5.0.4.1,0.06444442418500043,0.0007411012181301699,31,0.32142857142857145,0.3,0.35714285714285715,0.2903225806451613,0.0,0.46153846153846156
1.0.5.0.5.1,0.2111999998664475,0.00020593104523332535,26,0.32142857142857145,0.16666666666666666,0.21428571428571427,0.12903225806451613,0.22580645161290322,0.0
