models,delta,spacing,onvg,hypervolume,c_1.6.1.0.0.1,c_1.6.1.0.1.1,c_1.6.1.0.2.1,c_1.6.1.0.3.1,c_1.6.1.0.4.1,c_1.6.1.0.5.1,score
1.6.1.0.0.1,0.7307692480591396,0.00010185716675004668,13,0.06840313530365894,0.0,0.75,0.8,0.5,0.7777777777777778,0.7857142857142857,5
1.6.1.0.1.1,0.7808857951294599,6.052569687502665e-05,12,0.06085280340606799,0.0,0.0,0.4,0.3,0.5555555555555556,0.6428571428571429,2
1.6.1.0.2.1,0.7948718081816017,0.31620486311166074,10,0.056168281970722767,0.15384615384615385,0.5,0.0,0.3,0.3333333333333333,0.8571428571428571,3
1.6.1.0.3.1,0.7891738024451713,7.004927603505521e-05,10,0.04670564922915174,0.38461538461538464,0.6666666666666666,0.4,0.0,0.5555555555555556,0.7857142857142857,4
1.6.1.0.4.1,0.8141025754853645,7.771185782588334e-05,9,0.04270993867620218,0.15384615384615385,0.25,0.2,0.3,0.0,0.6428571428571429,1
1.6.1.0.5.1,0.6883629432388585,5.169268630922612e-05,14,0.060504925677765435,0.15384615384615385,0.4166666666666667,0.2,0.2,0.2222222222222222,0.0,0
