models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9890364722418911,0.014252924519431295,6,0.032929784198827194,0.0,0.0,0.0,0.0,0.0,0
B,0.9321442979016938,0.019214071472358353,14,0.1866926801511037,0.8333333333333334,0.0,0.0,0.0,0.0,1
C,0.9533786973616575,0.015144749731610493,8,0.08125507473143642,1.0,0.2857142857142857,0.0,0.0,0.0,2
D,0.939391683227048,0.005810733816860787,19,0.1300190135784059,1.0,1.0,0.0,0.0,0.0,2
E,0.768230012347659,0.0026436549087932764,97,0.3868642929193619,1.0,1.0,1.0,0.7894736842105263,0.0,4
