models,delta,spacing,nds,c_1.0.4.0.4.0,c_1.0.4.0.4.1,c_1.0.4.0.4.2,c_1.0.4.0.4.3,c_1.0.4.0.4.4,c_1.0.4.0.4.5,c_1.0.4.0.4.6,c_1.0.4.0.4.7,score
1.0.4.0.4.0,5.183781404127785e-09,3.480842849710209e-05,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0.4.0.4.1,3.995606991935574e-06,0.002226549392941387,3,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,2
1.0.4.0.4.2,0.0,0.0,2,0.6666666666666666,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.5,3
1.0.4.0.4.3,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0.4.0.4.4,0.0,0.0,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,5
1.0.4.0.4.5,0.0,0.0,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7
1.0.4.0.4.6,0.0,0.0,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6
1.0.4.0.4.7,0.0,0.0,2,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.0,3
