models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.7368421138084038,0.7562544120253237,7,0.023728813079671493,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.15789482671664185,6.543930074391402e-05,17,0.035165176613430126,1.0,0.0,0.07142857142857142,0.14285714285714285,0.0,0.0,1
C,0.3157895205102811,6.993546552412884e-05,14,0.027178469086344633,1.0,0.35294117647058826,0.0,0.14285714285714285,0.05,0.0,2
D,0.3603239392843658,0.00018589372832197238,14,0.037577706785552605,1.0,0.4117647058823529,0.35714285714285715,0.0,0.05,0.05,3
E,6.408164631070138e-06,0.0004585509798368106,20,0.06291056894334562,1.0,0.5294117647058824,0.35714285714285715,0.5714285714285714,0.0,0.25,5
F,6.407203600670845e-06,0.0004579609481760387,20,0.06290373356419093,1.0,0.5882352941176471,0.42857142857142855,0.5,0.1,0.0,4
