models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9712874581711951,0.006918745122733409,7,0.04023475723503035,0.0,0.0,0.0,0.0,0.0,0
B,0.8817502840344709,0.012873013242174214,16,0.17630667260325633,1.0,0.0,0.0,0.0,0.0,1
C,0.9892859821508595,0.0015701633466847008,9,0.045751810992712194,1.0,0.4375,0.0,0.26666666666666666,0.0,3
D,0.9132645774697971,0.008798554358529283,15,0.14302228413008736,1.0,1.0,0.0,0.0,0.0,2
E,0.7736633048292586,0.002513365716913977,98,0.3818967761512094,1.0,1.0,1.0,1.0,0.0,4
