models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
Prufer,0.04920300283030995,0.8127161249931701,0.02410294893861483,7.2,0.6636069884512403,17.208945989608765,0.0,0.1491147741147741,0.12008158508158506,0.06266233766233764,0.005,0.1
NetKeys,0.04587088408978655,0.7889219983334568,0.04252120951928613,8.8,0.7518915726908385,22.615088796615602,0.5297222222222222,0.0,0.2779098679098679,0.20865800865800868,0.025,1.4
Prim,0.0426622431620131,0.7485733375999214,0.01773159758081244,9.7,0.6918185050555067,17.452322697639467,0.741984126984127,0.4341769341769342,0.0,0.3441919191919192,0.02,2.1
Kruskal,0.04688021609477179,0.7798986073746697,0.01460199885030487,8.6,0.6747360075726949,19.815253186225892,0.7948809523809522,0.40811272061272064,0.3415928515928516,0.0,0.01,2.4
GPrim,0.00033083097031127,0.5992979282447091,0.0928964722623986,20.0,0.8254629439313133,24.454412031173707,0.9206349206349207,0.8261197136197136,0.6896289821289822,0.6151515151515151,0.0,4.0
