models,delta,spacing,onvg,hypervolume,time,c_HMOEA,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
HMOEA,0.8552484217797574,0.017871364747787638,7,0.9126621751,4538.54821395874,0.0,0.3333333333333333,0.6363636363636364,0.0,0.625,0.0,3
Prufer,0.958931510880542,0.011257403458052847,6,0.5375350482481764,630.6209099292755,0.0,0.0,0.0,0.0,0.0,0.0,0
NetKeys,0.9476903499839607,0.003383870335781963,11,0.6731513008701541,1430.982340812683,0.14285714285714285,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,2
Prim,0.9660362286848495,0.020418913913447138,6,0.5540389089169345,297.0589156150818,0.14285714285714285,0.8333333333333334,0.0,0.0,0.0,0.0,2
Kruskal,0.9838109452043711,0.0030496843836853877,8,0.6797136584151215,456.64125537872314,0.14285714285714285,1.0,1.0,0.6666666666666666,0.0,0.0,3
GPrim,0.9555639089534931,0.0054382490420184495,20,0.8062870644229407,470.30075192451477,0.7142857142857143,1.0,1.0,1.0,1.0,0.0,5
