models,igd,delta,spacing,onvg,hypervolume,time,c_HMOEA,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
HMOEA,0.05046699188887812,0.7794725417967671,0.02155906831416443,9,0.8419873984435579,40.02964496612549,0.0,0.3,0.2857142857142857,0.2,0.125,0.1,1
Prufer,0.03225559239711548,0.7366663546362018,0.0001047431767121772,10,0.6766663912282828,27.740004062652588,0.2222222222222222,0.0,0.2857142857142857,0.0,0.25,0.0,0
NetKeys,0.033002054201005666,0.87301646099389,0.05369444366220742,7,0.7239739718433014,35.34617018699646,0.4444444444444444,0.3,0.0,0.1,0.125,0.0,2
Prim,0.023345397988995816,0.7738487356917728,0.03195822910879062,10,0.7690506789806416,20.109138011932373,0.5555555555555556,1.0,0.7142857142857143,0.0,0.625,0.0,4
Kruskal,0.036948054721681896,0.8061345714646241,0.00973344786986237,8,0.7233704390151482,29.347596645355225,0.5555555555555556,0.7,0.5714285714285714,0.2,0.0,0.0,3
GPrim,0.00016336463098573913,0.53763208741469,0.04953541581098027,20,0.884217006242192,25.758073568344116,0.7777777777777778,1.0,0.8571428571428571,0.7,0.75,0.0,5
