models,delta,spacing,onvg,hypervolume,c_1.6.9.0.0.1_0.5,c_1.6.9.0.1.1_0.6,c_1.6.9.0.2.1_0.7,c_1.6.9.0.3.1_0.8,c_1.6.9.0.4.1_0.9,c_1.6.9.0.5.1_1.0,score
1.6.9.0.0.1_0.5,0.5174085488409279,0.04619066608694407,20.0,0.4062197861328015,0.0,0.4527149395227198,0.42944064707222596,0.4953456558061822,0.6082462472168355,0.6668498168498168,3.3
1.6.9.0.1.1_0.6,0.5291038276418558,0.09267423411097687,19.9,0.37409647621423464,0.39150868044326115,0.0,0.38179995443153336,0.42255221386800335,0.4635211520505639,0.6749313186813187,3.3
1.6.9.0.2.1_0.7,0.5219788205828049,0.06848277840369629,20.0,0.3884205818786125,0.41861705628094115,0.45592350441320695,0.0,0.4548151629072682,0.57771627881922,0.686620879120879,3.8
1.6.9.0.3.1_0.8,0.5520182266680436,0.09790588769135544,19.0,0.26979174944444,0.3467465610472744,0.37317968835131304,0.2977899293688767,0.0,0.5369721863104217,0.70492673992674,3.0
1.6.9.0.4.1_0.9,0.6406314782567973,0.00033462056100879475,15.1,0.15926966867693473,0.21318523678800969,0.22551160509970578,0.24023353839143308,0.2756516290726817,0.0,0.5908882783882784,1.2
1.6.9.0.5.1_1.0,0.6662090458903488,0.07764039589752339,14.5,0.12603157624145775,0.1037949869636503,0.11611419853982782,0.09560036454773298,0.09929615705931495,0.20586439704086762,0.0,0.3
