models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9463844601305629,0.01649311958625887,4.9,0.06670658614252757,51.14523742198944,0.0,0.0,0.0,0.0,0.0,0.0
B,0.9747851166473627,0.020860364892862773,5.6,0.06446459274407908,138.5490210056305,1.0,0.0,0.604642857142857,0.20416666666666666,0.0,2.1
C,0.9665643316965188,0.019301448968877966,5.9,0.06778185018053115,105.01877772808075,1.0,0.15388888888888888,0.0,0.07916666666666666,0.0,1.3
D,0.967081528684469,0.01916477379884292,6.9,0.08048799640577584,155.80305995941163,1.0,0.41158730158730156,0.5422619047619048,0.0,0.0,2.6
E,1.0861182333337491,0.10590009633838877,23.8,0.564933031072357,181.11086325645448,1.0,1.0,1.0,1.0,0.0,4.0
