models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9728024405238678,0.008087230380953537,6,0.03983122806271136,246.11480689048767,0.0,0.0625,0.0,0.0,0.0,0
B,0.9841261727162222,0.027145894241995126,16,0.12645342555683725,1160.6239049434662,0.16666666666666666,0.0,0.0,0.0,0.0,1
C,0.99018750456746,0.010873132450178284,9,0.055341612607744284,170.42187213897705,1.0,0.125,0.0,0.0,0.0,2
D,0.9747555725567896,0.004378675020139045,8,0.03373132631621972,360.09447169303894,0.8333333333333334,0.75,0.3333333333333333,0.0,0.0,3
E,0.739696234271913,0.0024854027415752737,99,0.4058234202843598,237.07964539527893,1.0,1.0,1.0,1.0,0.0,4
