models,delta,spacing,nds,c_1.0.4.0.4.0,c_1.0.4.0.4.1,c_1.0.4.0.4.2,c_1.0.4.0.4.3,c_1.0.4.0.4.4,c_1.0.4.0.4.5,c_1.0.4.0.4.6,c_1.0.4.0.4.7,score
1.0.4.0.4.0,3.8905292828620274e-08,0.00017701800317051873,8,0.0,0.7777777777777778,0.42857142857142855,0.3333333333333333,0.36363636363636365,0.375,0.6,0.7142857142857143,4
1.0.4.0.4.1,0.5624999888308491,0.6666344075279027,9,0.0,0.0,0.2857142857142857,0.0,0.09090909090909091,0.0,0.2,0.2857142857142857,0
1.0.4.0.4.2,0.27777776495479284,0.0003190102516988804,7,0.25,0.5555555555555556,0.0,0.3333333333333333,0.36363636363636365,0.0,0.4,0.2857142857142857,3
1.0.4.0.4.3,0.4799999971075087,0.5163766834565796,6,0.625,0.7777777777777778,0.5714285714285714,0.0,0.2727272727272727,0.5,0.4,0.5714285714285714,5
1.0.4.0.4.4,0.17999999487977947,0.00021015296276299627,11,0.5,0.7777777777777778,0.2857142857142857,0.3333333333333333,0.0,0.125,0.5,0.2857142857142857,4
1.0.4.0.4.5,2.9359796276701948e-08,0.00015685970884937625,8,0.5,0.8888888888888888,0.7142857142857143,0.5,0.5454545454545454,0.0,0.7,0.5714285714285714,6
1.0.4.0.4.6,4.432727301267252e-08,0.0002040639487432694,10,0.125,0.6666666666666666,0.2857142857142857,0.3333333333333333,0.2727272727272727,0.125,0.0,0.42857142857142855,2
1.0.4.0.4.7,2.316078984154757e-08,0.00013319477309320604,7,0.25,0.5555555555555556,0.5714285714285714,0.5,0.36363636363636365,0.25,0.4,0.0,3
