models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9454698840989987,0.005531237978595919,12,0.07792546027855932,255.1022412776947,0.0,0.29411764705882354,0.0,0.0,0.0,1
B,0.8725747278197115,0.008117693275217414,17,0.1849876474023716,1244.5508253574371,0.0,0.0,0.0,0.0,0.0,0
C,0.9764412467785394,0.0038647391489814017,8,0.03342738704556805,201.71685099601746,1.0,0.35294117647058826,0.0,0.4,0.0,2
D,0.9962160101679215,0.0034998330662167057,10,0.08174561533742863,342.4337680339813,1.0,0.8823529411764706,0.75,0.0,0.0,3
E,0.7584466435016426,0.0025070038253817333,98,0.396138221325686,262.40698409080505,1.0,1.0,1.0,1.0,0.0,4
