models,delta,spacing,onvg,hypervolume,c_1.6.2.0.4.0_0.05,c_1.6.2.0.4.1_0.1,c_1.6.2.0.4.2_0.15,c_1.6.2.0.4.3_0.2,c_1.6.2.0.4.4_0.3,c_1.6.2.0.4.5_0.4,c_1.6.2.0.4.6_0.5,c_1.6.2.0.4.7_0.6,score
1.6.2.0.4.0_0.05,0.9487179662259947,0.5775966766936022,3,0.027265037916489022,0.0,1.0,0.25,0.6666666666666666,0.0,0.25,0.2857142857142857,0.125,3
1.6.2.0.4.1_0.1,0.871794919272833,0.0005274658398787251,6,0.06765716892135647,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0
1.6.2.0.4.2_0.15,0.9230769497180757,0.0004034779177448225,4,0.042620824482670724,0.6666666666666666,1.0,0.0,0.8333333333333334,0.0,0.125,0.42857142857142855,0.125,4
1.6.2.0.4.3_0.2,0.8871794917378285,0.4081702525293398,6,0.0698598746801785,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1
1.6.2.0.4.4_0.3,0.8205128935419608,0.0002659732078931862,8,0.08075426802633662,1.0,1.0,1.0,1.0,0.0,0.625,0.8571428571428571,0.75,7
1.6.2.0.4.5_0.4,0.8205129079718783,0.00046847324792017474,8,0.10838105563660567,0.3333333333333333,1.0,0.75,1.0,0.125,0.0,0.7142857142857143,0.25,5
1.6.2.0.4.6_0.5,0.8632478939657968,0.0005129557865603246,7,0.09898613020444888,0.0,1.0,0.25,0.8333333333333334,0.0,0.125,0.0,0.0,2
1.6.2.0.4.7_0.6,0.8205129002608459,0.0003331434280289079,8,0.08271626923070317,0.6666666666666666,1.0,0.75,1.0,0.25,0.5,0.7142857142857143,0.0,6
