models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9511408571175651,0.008902797042424053,7,0.061084799777696194,0.0,0.0,0.0,0.0,0.0,0
B,0.9229373746832364,0.01771672820015258,20,0.1983581398004825,0.7142857142857143,0.0,0.0,0.0,0.0,1
C,0.9628109920702415,0.010853052867597903,8,0.08408365747947297,1.0,0.5,0.0,0.34782608695652173,0.0,3
D,0.9330667760374095,0.005741369602417686,23,0.12689505436080512,1.0,1.0,0.125,0.0,0.0,2
E,0.7441065560305932,0.0031432617949185486,98,0.39179536206630683,1.0,1.0,1.0,1.0,0.0,4
