models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9487957510346428,0.017798431605476454,5.3,0.07613966837188944,0.0,0.0,0.0,0.0,0.0,0.0
B,0.9512181659925263,0.011687133309547109,9.9,0.10353680926782471,0.9833333333333334,0.0,0.2217307692307692,0.164143768168536,0.0,1.7
C,0.9510736101453905,0.008266451776900007,9.6,0.0909867605989155,1.0,0.4137445887445887,0.0,0.17129328789545512,0.0,1.9
D,0.9045705053160429,0.02104876588349849,17.0,0.22378625642129107,0.9666666666666668,0.484069264069264,0.2988233988233988,0.0,0.0,2.4
E,0.9414024948862381,0.06421825703595557,68.2,0.8105404700943849,1.0,1.0,1.0,1.0,0.0,4.0
