models,igd,delta,spacing,onvg,hypervolume,time,c_HMOEA,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
HMOEA,0.03170519869595575,0.732616616309286,0.028068163604095402,11,0.8474365742716071,40.70198392868042,0.0,0.125,0.23076923076923078,0.09090909090909091,0.0,0.0,0
Prufer,0.03891139394711471,0.7916931029321268,0.009786298589861965,8,0.6752786639121265,26.06040358543396,0.45454545454545453,0.0,0.15384615384615385,0.0,0.0,0.0,1
NetKeys,0.022278593485637033,0.6632858719208717,0.018781957208332242,13,0.8018461226917379,34.371957302093506,0.6363636363636364,0.75,0.0,0.36363636363636365,0.3333333333333333,0.0,2
Prim,0.030075888764804416,0.7171508801313908,0.012048363234382327,11,0.7696326907347067,19.6032772064209,0.7272727272727273,0.75,0.5384615384615384,0.0,0.1111111111111111,0.0,3
Kruskal,0.033301988536182596,0.7839343541237446,0.016525483937722896,9,0.7251712811938664,28.48416757583618,0.7272727272727273,0.875,0.38461538461538464,0.5454545454545454,0.0,0.05,4
GPrim,0.00018852573619429508,0.5371155458832908,0.049309813512119376,20,0.8844107726474104,28.19829249382019,0.9090909090909091,0.875,0.9230769230769231,0.9090909090909091,0.7777777777777778,0.0,5
