models,delta,spacing,onvg,hypervolume,c_1.6.1.0.4.0,c_1.6.1.0.4.1,c_1.6.1.0.4.2,c_1.6.1.0.4.3,c_1.6.1.0.4.4,c_1.6.1.0.4.5,c_1.6.1.0.4.6,c_1.6.1.0.4.7,score
1.6.1.0.4.0,0.8534798619941042,0.46289467737391904,8,0.04354022130366719,0.0,0.5454545454545454,0.75,0.75,1.0,0.8888888888888888,1.0,0.9230769230769231,7
1.6.1.0.4.1,0.774358991225122,0.30149141800900553,11,0.05453392056911086,0.375,0.0,0.25,0.5,0.7142857142857143,1.0,0.9090909090909091,1.0,5
1.6.1.0.4.2,0.853479862738537,0.7070677702640978,8,0.04529395824465359,0.25,0.5454545454545454,0.0,0.625,0.7142857142857143,1.0,0.9090909090909091,0.9230769230769231,6
1.6.1.0.4.3,0.8424908484940797,0.00017294904365035277,8,0.045045978803879005,0.25,0.36363636363636365,0.125,0.0,0.8571428571428571,0.6666666666666666,1.0,0.9230769230769231,4
1.6.1.0.4.4,0.8632478690466548,0.00010002720328375755,7,0.032588346861717146,0.0,0.18181818181818182,0.25,0.125,0.0,0.4444444444444444,0.8181818181818182,0.6923076923076923,3
1.6.1.0.4.5,0.8461538480113092,0.9999652811930005,9,0.059504599979544937,0.0,0.0,0.0,0.125,0.14285714285714285,0.0,0.36363636363636365,0.6923076923076923,2
1.6.1.0.4.6,0.7743589642480798,0.301465098134118,11,0.0652280626541009,0.0,0.0,0.0,0.0,0.14285714285714285,0.1111111111111111,0.0,0.5384615384615384,1
1.6.1.0.4.7,0.7264957376251462,0.27749014466865135,13,0.07417944690405012,0.0,0.0,0.0,0.0,0.14285714285714285,0.1111111111111111,0.2727272727272727,0.0,0
