models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.7371722757382264,0.7398245668404394,0.2745094102644866,5.6,0.015032329885350729,0.0,0.0,0.0,0.0,0.0,0.0
B,0.7104795733116073,0.5783837669679388,0.09062006619551498,9.6,0.026557745928870318,0.96,0.0,0.22722222222222221,0.2704312354312354,0.045,1.5
C,0.5356268693875584,0.5743734602081816,0.17435434316227594,9.6,0.0209557612994615,0.9800000000000001,0.47272727272727266,0.0,0.35344599844599844,0.03,2.1
D,0.5112709463814549,0.49770604842520927,0.1181630033554694,11.1,0.027235682862639738,1.0,0.5334595959595959,0.45083333333333336,0.0,0.039999999999999994,2.4
E,0.00019244821777038537,6.386888631452231e-06,0.00045714085067238695,20.0,0.06288818019610495,1.0,0.8553030303030302,0.7816666666666667,0.7090909090909092,0.0,4.0
