models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.858778212887955,0.736842117279245,7.835085772129532e-05,6,0.010780565545886656,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.5937171087995451,0.42105270791561783,0.00017730002241448845,12,0.03047904686267055,1.0,0.0,0.09090909090909091,0.2857142857142857,0.1,0.0,1
C,0.5123475514277922,0.4736842569848842,5.901491913963866e-05,11,0.02160499140151674,1.0,0.75,0.0,0.5,0.1,0.1,3
D,0.28284272219835993,0.36032395318620475,0.0001499674734557066,14,0.03586800094716022,1.0,0.4166666666666667,0.0,0.0,0.0,0.0,2
E,6.682617198764721e-05,5.948510577004348e-06,0.00045848801603242783,20,0.06295645343959282,1.0,0.75,0.45454545454545453,0.7142857142857143,0.0,0.15,4
F,6.621849156381877e-05,6.558142022616254e-06,0.0004582912038190427,20,0.06287451724815046,1.0,0.9166666666666666,0.36363636363636365,0.5714285714285714,0.25,0.0,5
