models,igd,delta,spacing,onvg,hypervolume,time,c_HMOEA,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
HMOEA,0.032137308083349636,0.8057188532473012,0.05574449443427011,9,0.8491035408566394,38.60894465446472,0.0,0.1111111111111111,0.375,0.0,0.09090909090909091,0.0,0
Prufer,0.0362687129538963,0.7680996373574654,0.01474921096977862,9,0.7227335365933567,27.73524045944214,0.4444444444444444,0.0,0.125,0.0,0.0,0.0,1
NetKeys,0.03904771846124534,0.8134212372451481,0.02983545119572333,8,0.76436434883167,33.670886754989624,0.4444444444444444,0.7777777777777778,0.0,0.1,0.18181818181818182,0.0,2
Prim,0.029676485638997867,0.7596139580324156,0.023130234867241018,10,0.725137144625634,19.42096209526062,0.5555555555555556,0.8888888888888888,0.625,0.0,0.6363636363636364,0.05,4
Kruskal,0.02550396023905203,0.7356145021456069,0.03407000801821573,11,0.7656708241323681,29.514695405960083,0.5555555555555556,0.7777777777777778,0.375,0.2,0.0,0.0,3
GPrim,0.0002324853950658394,0.5364806883192658,0.04894778317666253,20,0.8839908268909623,26.229058504104614,1.0,1.0,1.0,0.5,0.8181818181818182,0.0,5
