models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9620645944786173,0.011734978397368314,4,0.0453307206008432,0.0,0.13333333333333333,0.0,0.0,0.0,0
B,0.9630901415221808,0.009167378011529437,15,0.14088214602846483,0.5,0.0,0.0,0.0,0.0,1
C,0.9827439433354166,0.00185360127144541,12,0.071384322925862,1.0,0.4,0.0,0.0,0.0,2
D,0.9569149151258306,0.00297125302925483,20,0.11526577326305301,0.75,1.0,0.08333333333333333,0.0,0.0,3
E,0.7498195489595647,0.002797008227840782,98,0.4011118737811922,1.0,1.0,1.0,0.85,0.0,4
