models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.0466231324738358,0.8496582599670932,0.09895880997971374,4,0.20229125332755407,0.0,0.0,0.0,0.0,0.0,0
B,0.04097467211539599,0.7374941132667528,0.014709270396556475,10,0.24782041858055745,1.0,0.0,0.1,0.07692307692307693,0.0,1
C,0.04077002724837033,0.7389211326301554,0.020656473673216696,10,0.25295755450386354,1.0,0.8,0.0,0.15384615384615385,0.0,2
D,0.027578167449565705,0.6575835950134499,0.044575970462056295,13,0.3957236820419121,1.0,0.7,0.4,0.0,0.0,3
E,0.016960328744597568,0.6424615891282749,0.11760128142550824,20,0.8061834267809291,1.0,1.0,0.7,0.6923076923076923,0.0,4
