models,delta,spacing,onvg,hypervolume,c_1.6.4.0.0.1_0.5,c_1.6.4.0.1.1_0.6,c_1.6.4.0.2.1_0.7,c_1.6.4.0.3.1_0.8,c_1.6.4.0.4.1_0.9,c_1.6.4.0.5.1_1.0,score
1.6.4.0.0.1_0.5,0.8488095311674643,0.06877068240056204,7.3,0.03693499285742853,0.0,0.30238095238095236,0.38496031746031745,0.24166666666666664,0.21476190476190476,0.2710714285714286,2.1
1.6.4.0.1.1_0.6,0.8658119749867529,0.00010220938244391764,6.3,0.027982959134385487,0.4730555555555556,0.0,0.4594047619047619,0.38761904761904753,0.34690476190476194,0.3321428571428572,2.9
1.6.4.0.2.1_0.7,0.8684981767876145,0.08955005507063936,6.3,0.028125369611265504,0.3830555555555556,0.22952380952380952,0.0,0.26940476190476187,0.229047619047619,0.3198809523809524,1.9
1.6.4.0.3.1_0.8,0.8630647205608998,0.04482241611087763,6.7,0.03154844360068302,0.3686111111111111,0.35904761904761906,0.4711904761904762,0.0,0.2775,0.31107142857142855,2.2
1.6.4.0.4.1_0.9,0.8728449400374936,0.07625793817705982,6.4,0.031096837845405324,0.5069444444444444,0.3980952380952381,0.582579365079365,0.5232142857142857,0.0,0.43797619047619046,3.3
1.6.4.0.5.1_1.0,0.8547415636202477,0.06703112784178278,7.0,0.031614299720200426,0.4458333333333333,0.3880952380952381,0.4226190476190476,0.44940476190476186,0.33333333333333337,0.0,2.3
