models,delta,spacing,onvg,hypervolume,c_1.6.4.0.4.0_0.05,c_1.6.4.0.4.1_0.1,c_1.6.4.0.4.2_0.15,c_1.6.4.0.4.3_0.2,c_1.6.4.0.4.4_0.3,c_1.6.4.0.4.5_0.4,c_1.6.4.0.4.6_0.5,score
1.6.4.0.4.0_0.05,0.8200447784323914,0.11351674492236682,8.9,0.04402656779240997,0.0,0.330982905982906,0.19120851370851372,0.21007575757575755,0.1428904428904429,0.10736263736263738,0.1520962370962371,1.2
1.6.4.0.4.1_0.1,0.7830138519352561,0.08955540963378952,10.4,0.047914965181835925,0.37207070707070705,0.0,0.29181818181818187,0.32340909090909087,0.23494560994560992,0.14228438228438228,0.18674159174159174,1.5
1.6.4.0.4.2_0.15,0.7786993051184667,0.2031062709778498,10.6,0.05340366330554529,0.49123737373737375,0.4803574203574204,0.0,0.42598484848484847,0.2844017094017094,0.24872460872460872,0.24033799533799538,2.9
1.6.4.0.4.3_0.2,0.79851778973771,0.330560867290726,9.8,0.052121184577311366,0.4778787878787879,0.41595765345765345,0.34599206349206346,0.0,0.19986402486402488,0.17763902763902764,0.24331668331668327,1.7
1.6.4.0.4.4_0.3,0.7588733636719474,0.09952694037087059,11.4,0.05519509484030394,0.6704545454545455,0.6128379953379953,0.492463924963925,0.6017424242424243,0.0,0.410935730935731,0.32380119880119873,4.2
1.6.4.0.4.5_0.4,0.7322920579570569,0.14154790434986186,12.5,0.06292175685651007,0.6932070707070707,0.6696309246309247,0.4930663780663781,0.5821212121212123,0.38267288267288263,0.0,0.3714319014319014,4.7
1.6.4.0.4.6_0.5,0.7344384885213048,0.17289225401605574,12.2,0.061063032253926265,0.6103787878787879,0.5995784770784771,0.5467604617604617,0.4815909090909091,0.42090132090132093,0.356993006993007,0.0,4.6
