models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.7995488757576832,0.4356517402588575,5.1,0.013456288131373655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,0.41722493469932154,0.02896197500748362,12.2,0.026192975975606297,1.0,0.0,0.2760755910755911,0.23595543345543346,0.05,0.05499999999999999,1.3
C,0.3736842621337399,0.00010534490614237603,12.9,0.027205910371522785,1.0,0.4671062271062271,0.0,0.25563034188034184,0.06,0.039999999999999994,2.2
D,0.3938597063756293,0.0001251508700198431,12.6,0.02813965413987569,1.0,0.6273160173160174,0.3724941724941725,0.0,0.10500000000000001,0.1,2.5
E,6.340039837519982e-06,0.00045808178537374124,20.0,0.06287725011806156,1.0,0.8181285381285381,0.5035497835497835,0.5638324175824175,0.0,0.20999999999999996,4.5
F,6.285936594698176e-06,0.00045800410318720485,20.0,0.06290024037538575,1.0,0.8112504162504163,0.555021645021645,0.5407615995115995,0.19,0.0,4.4
