models,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.9529338021184242,0.004177573227851408,9,0.6104155100787727,234.9650526046753,0.0,0.25,0.0,0.0,0.2727272727272727,0.0,1
NetKeys,0.919228041949612,0.00567732803857152,20,0.7238747555881663,1153.5468368530273,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0
Prim,0.9806027026153581,0.012641843309794796,6,0.6157851029866714,190.08966660499573,1.0,0.4,0.0,0.19047619047619047,0.36363636363636365,0.0,4
Kruskal,0.9274211701306958,0.007671194530202484,21,0.8221890715473235,340.01317596435547,0.7777777777777778,1.0,0.0,0.0,0.6363636363636364,0.0,3
HMOEA,0.8158583409568295,0.02144328328526148,11,0.9299195227126347,3941.8093729019165,0.3333333333333333,0.85,0.0,0.23809523809523808,0.0,0.0,2
GPrim,0.7571713669674905,0.002759033570707764,98,0.7623931660311656,250.82779097557068,1.0,1.0,1.0,0.7142857142857143,0.6363636363636364,0.0,5
