models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.9191919232403449,0.5777619527316182,3,0.11982708707990555,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.9180695921074566,1.5776243795180633,10,0.19102930281369573,1.0,0.0,0.7,0.26666666666666666,0.0,0.0,3
C,0.9180695909026998,1.080103578594143,10,0.18195232199904365,1.0,0.1,0.0,0.13333333333333333,0.0,0.0,2
D,0.8845598980331535,0.3518730840715474,15,0.3051156568073596,1.0,0.2,0.1,0.0,0.0,0.0,1
E,0.5057350053142247,0.39907592690515026,60,1.6605374545107119,1.0,1.0,1.0,1.0,0.0,0.25,4
F,0.310570593905226,0.1178276365366071,72,1.631535985590224,1.0,1.0,1.0,1.0,0.6333333333333333,0.0,5
