models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.9396984948239068,2.6299097979792627,4,0.37022067519361945,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.9500132224247698,1.7888497661622036,20,1.3251252591208411,1.0,0.0,0.0,0.0,0.0,0.0,1
C,0.9569274966370676,1.690308623050425,8,0.4822902309248256,1.0,0.2,0.0,0.10526315789473684,0.0,0.0,2
D,0.8955890635058721,1.0568325098968865,19,1.0398633837789124,1.0,0.95,0.25,0.0,0.0,0.0,3
E,0.6001804185470379,0.6106913649764801,79,2.790281863620981,1.0,1.0,1.0,0.7368421052631579,0.0,0.39,5
F,0.5792599757541879,0.4431316899193422,100,3.120473125290146,1.0,1.0,1.0,1.0,0.20253164556962025,0.0,4
