models,delta,spacing,onvg,hypervolume,c_1.6.2.0.4.0_0.05,c_1.6.2.0.4.1_0.1,c_1.6.2.0.4.2_0.15,c_1.6.2.0.4.3_0.2,c_1.6.2.0.4.4_0.3,c_1.6.2.0.4.5_0.4,c_1.6.2.0.4.6_0.5,c_1.6.2.0.4.7_0.6,score
1.6.2.0.4.0_0.05,0.7435319897376278,0.033434749278813,11.8,0.062235994797889715,0.0,0.2890422077922078,0.3501640842817314,0.3232165057165057,0.32612637362637364,0.2491025641025641,0.15019023803853526,0.19336349924585217,1.9
1.6.2.0.4.1_0.1,0.7055264623628112,0.09335236704290657,13.7,0.08312750272984118,0.5034432234432235,0.0,0.4912126435655847,0.3990637140637141,0.3884294871794872,0.30401098901098894,0.20864667324419645,0.25587481146304675,3.1
1.6.2.0.4.2_0.15,0.7180849339680692,0.07076093819326572,13.0,0.0735695992466735,0.4567216117216117,0.36983225108225104,0.0,0.4045787545787546,0.34564560439560443,0.2106227106227106,0.16701306433504576,0.20602564102564105,2.1
1.6.2.0.4.3_0.2,0.7212272835708107,0.05678429534629884,12.6,0.06806923889434939,0.4733760683760684,0.3665205627705627,0.41324551265727727,0.0,0.3684981684981685,0.27069597069597073,0.21228784631261416,0.23568627450980392,2.5
1.6.2.0.4.4_0.3,0.6836983800315147,0.08141564791436866,14.1,0.07805679934441279,0.5365384615384616,0.3996212121212121,0.4417519082224965,0.4594590132090131,0.0,0.31003663003663007,0.21470282039941485,0.28876319758672697,2.7
1.6.2.0.4.5_0.4,0.6981659552019649,0.08154212031471698,13.7,0.08144059885817391,0.6307264957264956,0.5090205627705628,0.6078882555353143,0.5549698912198912,0.5209065934065934,0.0,0.3764526701368808,0.36797134238310714,4.9
1.6.2.0.4.6_0.5,0.6918903332022825,0.00016622472335265205,13.9,0.07749603878803582,0.7284249084249084,0.6058333333333333,0.6726676591382474,0.6663159063159063,0.6110943223443223,0.48648351648351645,0.0,0.4596907993966817,5.6
1.6.2.0.4.7_0.6,0.681500474068256,0.14578101196090287,14.5,0.08578608941540147,0.6641452991452991,0.5846590909090909,0.6394348788466435,0.5653306415806416,0.5362362637362637,0.43710622710622704,0.34118571315165747,0.0,4.8
