models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9668622397938179,0.0030794694183221877,4,0.06125310789329767,63.90111541748047,0.0,0.0,0.0,0.0,0.0,0
B,0.954377698121515,0.006470237087335364,9,0.07003654495832563,130.64339208602905,0.5,0.0,0.125,0.0,0.0,1
C,0.9551356359386656,0.005789687353050775,8,0.0573722524877367,68.35128927230835,0.5,0.2222222222222222,0.0,0.0,0.0,2
D,0.9665927226194131,0.0049280321358299356,6,0.047231600261009005,101.13167023658752,0.75,0.8888888888888888,0.25,0.0,0.0,3
E,0.7509050142675661,0.022732940819077837,71,0.5768766692816951,105.4625084400177,1.0,1.0,1.0,1.0,0.0,4
