models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.915069199954444,0.033013259242247864,4.9,0.10016245206265306,0.0,0.0,0.0,0.0,0.0,0.0
B,0.8700714396143354,0.018888679748377525,10.0,0.16934840288811354,1.0,0.0,0.4960064935064934,0.22612998112998114,0.004166666666666666,1.8
C,0.8834826767615471,0.01551355724845061,9.5,0.1391253060071765,1.0,0.23979797979797982,0.0,0.123993228993229,0.0,1.3
D,0.858502554645532,0.021871038807464903,11.4,0.20566769663847548,1.0,0.48220113220113214,0.5437085137085136,0.0,0.03555128205128205,2.9
E,0.809374910478548,0.07195716617126152,25.4,0.5960947982512662,1.0,0.990909090909091,1.0,0.9095154845154847,0.0,4.0
