models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9433452416196356,0.01150326503667985,7,0.07456310811746654,0.0,0.0,0.0,0.0,0.0,0
B,0.9328354943330793,0.01011053726295161,9,0.10480477825578527,1.0,0.0,0.8,0.2,0.0,3
C,0.9525141523913433,0.006589953335573757,10,0.08339207807072499,1.0,0.0,0.0,0.0,0.0,1
D,0.9456625970815115,0.029384837152042282,15,0.17204622544894563,1.0,0.1111111111111111,0.3,0.0,0.0,2
E,0.9729070120498486,0.06627838735552052,64,0.7753781212722421,1.0,1.0,1.0,1.0,0.0,4
