models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.8587782114133722,0.7368421195262429,0.000235652603667241,6,0.014018603076699542,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.3354102134129863,0.46411486945825126,0.0001119527731189936,12,0.02662618017701647,1.0,0.0,0.26666666666666666,0.14285714285714285,0.0,0.0,1
C,0.27838824415600916,0.26315794568453066,4.8951550135461965e-05,15,0.02866229143265509,1.0,0.5,0.0,0.0,0.0,0.0,2
D,0.2958040180485171,0.3157895254564009,2.249815600531148e-06,14,0.025613935658719986,1.0,0.5833333333333334,0.4666666666666667,0.0,0.05,0.0,3
E,6.633249580710802e-05,6.3567040967659195e-06,0.00045901021596953586,20,0.06294354677105057,1.0,0.8333333333333334,0.4666666666666667,0.2857142857142857,0.0,0.1,4
F,6.621516398317218e-05,6.400162573512661e-06,0.0004593109539100689,20,0.06294765394156812,1.0,0.8333333333333334,0.4666666666666667,0.35714285714285715,0.35,0.0,5
