models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.967354840363814,inf,2.5,0.08834075372733821,40.02614753246307,0.0,0.06666666666666667,0.125,0.0,0.0,0.2
B,0.9303033532286863,0.0011301527404113105,2.2,0.05518756668629178,59.16045634746551,0.85,0.0,0.65,0.05,0.0,1.6
C,0.9623619055518219,inf,2.3,0.03623081427744896,45.485359406471254,0.7583333333333333,0.31666666666666665,0.0,0.0,0.0,1.2
D,0.904773653069238,inf,2.3,0.09213859009559888,52.40877842903137,1.0,0.7666666666666667,0.8666666666666668,0.0,0.0,2.8
E,0.859007897248644,0.20571069433706818,4.0,0.37474001246391675,78.36059210300445,1.0,1.0,1.0,0.6666666666666667,0.0,3.9
